"id","accession_no","seed_id","type","gb_user_id","gv_weight","gv_packet","mr_weight","mr_packet","r_weight","r_packet","b_location_1","b_location_2","us_weight","us_packet","us_location","d_weight","d_packet","d_location_1","d_location_2","c_weight","c_packet","c_location","packing_date","transfer_date"
"618","BTNC618","1811","passport","1","120","1","120","1","68","1","B3R2C1",,"134","2","A4T7C1","120","2","D2T4C1",,"120","1","B1R3C6","03-Oct-08","03-Oct-08"
"619","BTNC619","1810","passport","1","120","1","120","1","285","1","B3R2C1",,"150","2","A5T1C1","120","2","D2T4C2",,"90","1","B1R3C6","03-Oct-08","03-Oct-08"
"620","BTNC620","1665","passport","1","120","1","120","1","154","1","B3R2C2",,"140","2","A5T1C1","120","2","D2T4C2",,"90","1","B1R3C6","03-Oct-08","03-Oct-08"
"621","BTNC622","1639","passport","1","80","1","80","1","250","1","B3R2C2",,"160","2","A5T1C1","150","2","D2T4C2",,"50","1","B1R3C6","07-Oct-08","07-Oct-08"
"622","BTNC623","1667","passport","1","120","1","120","1","301","1","B3R2C2",,"160","2","A5T1C1","120","2","D2T4C2",,"120","1","B1R3C6","03-Dec-08","03-Dec-08"
"623","BTNC624","1801","passport","1","100","1","100","1","211","1","B3R2C2",,"150","2","A5T1C1","130","2","D2T4C2",,"70","1","B1R3C7","03-Dec-08","03-Dec-08"
"624","BTNC625","1295","passport","1","100","1","100","1","100","1","B3R2C2",,"250","2","A5T1C2","100","2","D2T4C2",,"70","1","B1R3C7","03-Dec-08","03-Dec-08"
"625","BTNC626","1465","passport","1","80","1","80","1","210","1","B3R2C3",,"100","2","A5T1C2","60","2","D2T4C2",,"50","1","B1R3C7","03-Dec-08","03-Dec-08"
"626","BTNC627","1355","passport","1","150","1","150","1","170","1","B3R2C3",,"160","2","A5T1C2","150","2","D2T4C2",,"120","1","B1R3C7","13-Mar-08","13-Mar-08"
"627","BTNC628","1497","passport","1","80","1","80","1","94","1","B3R2C3",,"90","2","A5T1C2","80","2","D2T4C2",,"50","1","B1R3C7","13-Mar-08","13-Mar-08"
"628","BTNC629","1491","passport","1","60","1","60","1","134","1","B3R2C3",,"150","2","A5T1C2","60","2","D2T4C2",,"30","1","B1R3C7","13-Mar-08","13-Mar-08"
"629","BTNC621","590","passport","1","93.5","1","101","1","102","1","B3R2C2",,"120","2","A5T1C1","101","2","D2T4C2",,"71","1","B1R3C6","03-Dec-08","03-Dec-08"
"630","BTNC630","1826","passport","1","60","1","60","1","205","1","B3R2C3",,"100","2","A5T1C2","60","2","D2T4C2",,"30","1","B1R3C7","13-Mar-08","13-Mar-08"
"631","BTNC631","1480","passport","1","80","1","80","1","80","1","B3R2C3",,"159","2","AT1C3","60","2","D2T4C2",,"50","1","B1R3C7","14-Mar-08","14-Mar-08"
"632","BTNC632","1504","passport","1","50","1","50","1","123","1","B3R2C4",,"160","2","A5T1C3","50","2","D2T4C2",,"20","1","B1R3C7","14-Mar-08","14-Mar-08"
"633","BTNC633","1472","passport","1","70","1","70","1","219","1",,,"160","2","A5T1C3","70","2","D2T4C2",,"40","1","B1R3C7","14-Mar-08","14-Mar-08"
"634","BTNC634","1292","passport","1","70","1","70","1","205","1","B3R2C4",,"169","2","A5T1C3","70","2","D2T4C3",,"40","1","B1R3C7","14-Mar-08","14-Mar-08"
"635","BTNC635","1293","passport","1","100","1","100","1","150","1","B3R2C4",,"150","2","A5T1C3","80","2","D2T4C3",,"70","1","B1R3C7","14-Mar-08","14-Mar-08"
"636","BTNC636","1410","passport","1","40","1","40","1","82","1","B3R2C4",,"81","2","A5T1C3","40","2","D2T4C3",,"40","1","B1R3C7","14-Mar-08","14-Mar-08"
"637","BTNC637","1324","passport","1","100","1","100","1","178","1","B3R2C4",,"100","2","A5T1C3","100","2","D2T4C3",,"70","1","B1R3C7","14-Mar-08","14-Mar-08"
"638","BTNC638","1307","passport","1","80","1","80","1","222","1","B3R2C5",,"150","2","A5T2C1","80","2","D2T4C3",,"50","1","B1R3C7","14-Mar-08","14-Mar-08"
"639","BTNC639","1499","passport","1","90","1","90","1","240","1","B3R2C5",,"150","2","A5T2C1","90","2","D2T4C3",,"60","1","B1R3C7","17-Mar-08","17-Mar-08"
"640","BTNC640","327","passport","1","50","1","50","1","122","1","B3R2C5",,"90","2","A5T2C1","50","2","D2T4C3",,"60","1","B1R3C7","17-Mar-08","17-Mar-08"
"641","BTNC641","1360","passport","1","80","1","80","1","299","1","B3R2C5",,"50","2","A5T2C1","80","2","D2T4C3",,"50","1","B1R3C7","17-Mar-08","17-Mar-08"
"642","BTNC642","1463","passport","1","60","1","60","1","130","1","B3R2C5",,"150","2","A5T2C1","60","2","D2T4C3",,"30","1","B1R3C7","17-Mar-08","17-Mar-08"
"643","BTNC643","1464","passport","1","70","1","70","1","177","1","B3R2C5",,"90","2","A5T2C1","70","2","D2T4C3",,"40","1","B1R3C7","17-Mar-08","17-Mar-08"
"644","BTNC644","1451","passport","1","90","1","90","1","174","1","B3R2C5",,"150","2","A5T2C2","90","2","D2T4C3",,"60","1","B1R3C7","17-Mar-08","17-Mar-08"
"645","BTNC645","1430","passport","1","80","1","80","1","129","1","B3R2C6",,"150","2","A5T2C2","80","2","D2T4C3",,"50","1","B3R3C8","18-Mar-08","18-Mar-08"
"646","BTNC646","1287","passport","1","140","1","140","1","188","1","B3R2C6",,"150","2","A5T2C2","140","2","D2T4C3",,"110","1","B1R3C8","18-Mar-08","18-Mar-08"
"647","BTNC647","1477","passport","1","50","1","50","1","52","1","B3R2C6",,"80","2","A5T2C2","50","2","D2T4C3",,"20","1","B1R3C8","18-Mar-08","18-Mar-08"
"648","BTNC648","1474","passport","1","120","1","120","1","94","1","B3R2C6",,"140","2","A5T2C2","100","2","D2T4C3",,"90","1","B1R3C8","18-Mar-08","18-Mar-08"
"649","BTNC649","1478","passport","1","100","1","100","1","121","1","B3R2C6",,"150","2","A5T2C2","80","2","D2T5C1",,"70","1","B1R3C8","18-Mar-08","18-Mar-08"
"650","BTNC650","1345","passport","1","80","1","50","1","142","1","B3R2C6",,"150","2","A5T2C3","80","2","D2T5C1",,"80","1","B1R3C8","18-Mar-08","18-Mar-08"
"651","BTNC651","1290","passport","1","80","1","80","1","157","1","B3R2C6",,"150","2","A5T2C3","80","2","D2T5C1",,"50","1","B1R3C8","18-Mar-08","18-Mar-08"
"652","BTNC652","1349","passport","1","142.5","1","150","1","240","1","B3R2C7",,"130","2","A5T2C3","150","2","D2T5C1",,"120","1","B1R3C8","19-Mar-08","19-Mar-08"
"653","BTNC653","975","passport","1","100","1","100","1","80","1","B3R2C7",,"130","2","A5T2C3","100","2","D2T5C1",,"120","1","B1R3C8","18-Mar-08","18-Mar-08"
"654","BTNC654","1476","passport","1","80","1","80","1","138","1","B3R2C7",,"100","2","A5T2C3","80","2","D2T5C1",,"50","1","B1R3C8","20-Mar-08","20-Mar-08"
"655","BTNC655","1666","passport","1","140","1","140","1","227","1","B3R2C7",,"140","2","A5T3C1","140","2","D2T5C1",,"110","1","B1R3C8","20-Mar-08","20-Mar-08"
"656","BTNC656","44","passport","1","120","1","120","1","127","1","B3R2C7",,"140","2","A5T3C1","120","2","D2T5C1",,"90","1","B1R3C8","20-Mar-08","20-Mar-08"
"657","BTNC657","1342","passport","1","42.5","1","50","1","107","1","B3R2C8",,"80","2","A5T3C1","50","2","D2T5C1",,"20","1","B1R3C8","20-Mar-08","20-Mar-08"
"658","BTNC658","1515","passport","1","50","1","50","1","94","1","B3R2C8",,"80","2","A5T3C1","50","2","D2T5C1",,"20","1","B1R3C8","21-Mar-08","21-Mar-08"
"659","BTNC659","750","passport","1","100","1","100","1","170","1","B3R2C8",,"110","2","A5T3C1","100","2","D2T5C1",,"70","1","B1R3C8","21-Mar-08","21-Mar-08"
"660","BTNC660","837","passport","1","100","1","100","1","31","1","B3R2C8",,"140","2","A5T3C1","130","2","D2T5C1",,"70","1","B1R3C8","31-Mar-08","31-Mar-08"
"661","BTNC661","1824","passport","1","100","1","100","1","47","1","B3R2C8",,"130","2","A5T3C2","80","2","D2T5C1",,"40","1","B1R3C8","31-Mar-08","31-Mar-08"
"662","BTNC662","1614","passport","1","50","1","50","1","115","1","B3R2C9",,"60","2","A5T3C2","50","2","D2T5C2",,"20","1","B1R3C9","31-Mar-08","31-Mar-08"
"663","BTNC663","1653","passport","1","100","1","100","1","124","1","B3R2C9",,"60","2","A5T3C2","100","2","D2T5C2",,"70","1","B1R3C9","31-Mar-08","31-Mar-08"
"664","BTNC664","1612","passport","1","90","1","90","1","102","1","B3R2C9",,"110","2","A5T3C2","80","2","D2T5C2",,"60","1","B1R3C9","31-Mar-08","31-Mar-08"
"665","BTNC665","1454","passport","1","50","1","50","1","50","1","B3R2C9",,"80","2","A5T3C2","50","2","D2T5C2",,"20","1","B1R3C9","31-Mar-08","31-Mar-08"
"666","BTNC666","593","passport","1","50","1","50","1","70","1","B3R2C9",,"70","2","A5T3C2","50","2","D2T5C2",,"20","1","B1R3C9","31-Mar-08","31-Mar-08"
"667","BTNC667","1066","passport","1","60","1","60","1","108","1","B3R2C9",,"130","2","A5T3C3","60","2","D2T5C2",,"30","1","B1R3C9","04-Jan-08","04-Jan-08"
"668","BTNC668","1450","passport","1","65","1","65","1","114","1","B3R2C9",,"130","2","A5T3C3","60","2","D2T5C2",,"35","1","B1R3C9","04-Jan-08","04-Jan-08"
"669","BTNC669","1447","passport","1","70","1","70","1","102","1","B3R3C1",,"130","2","A5T3C3","70","2","D2T5C2",,"40","1","B1R3C9","04-Jan-08","04-Jan-08"
"670","BTNC670","1479","passport","1","90","1","90","1","135","1","B3R3C1",,"130","2","A5T3C3","60","2","D2T5C2",,"60","1","B1R3C9","04-Jan-08","04-Jan-08"
"671","BTNC671","1286","passport","1","70","1","70","1","108","1","B3R3C1",,"120","2","A5T3C3","70","2","D2T5C2",,"40","1","B1R3C9","04-Jan-08","04-Jan-08"
"672","BTNC672","1827","passport","1","50","1","50","1","133","1","B3R3C1",,"100","2","A5T3C3","50","2","D2T5C2",,"-10","1","B1R3C9","04-Jan-08","04-Jan-08"
"673","BTNC673","1610","passport","1","120","1","120","1","53","1","B3R3C1",,"150","2","A5T4C1","100","2","D2T5C2",,"90","1","B1R3C9","04-Jan-08","04-Jan-08"
"674","BTNC674","1618","passport","1","130","1","130","1","195","1","B3R3C1",,"150","2","A5T4C1","130","2","D2T5C2",,"100","1","B1R3C9","04-Jan-08","04-Jan-08"
"675","BTNC675","1408","passport","1","80","1","80","1","45","1","B3R3C1",,"100","2","A5T4C1","80","2","D2T5C2",,"50","1","B1R3C9","04-Jan-08","04-Jan-08"
"676","BTNC676","1609","passport","1","32.5","1","40","1","56","1","B3R3C2",,"50","2","A5T4C1","40","2","D2T5C2",,"50","1","B1R3C9","04-Jan-08","04-Jan-08"
"677","BTNC677","1616","passport","1","50","1","50","1","85","1","B3R3C2",,"60","2","A5T4C1","50","2","D2T5C2",,"20","1","B1R3C9","04-Jan-08","04-Jan-08"
"678","BTNC678","589","passport","1","150","1","150","1","250","1","B3R3C2",,"150","2","A5T4C2","150","2","D2T5C2",,"120","1","B1R3C9","04-Mar-08","04-Mar-08"
"679","BTNC679","1339","passport","1","100","1","100","1","122","1","B3R3C2",,"130","2","A5T4C2","100","2","D2T5C3",,"70","1","B1R3C9","04-Mar-08","04-Mar-08"
"680","BTNC680","699","passport","1","100","1","100","1","133","1","B3R3C2",,"100","2","A5T4C2","100","2","D2T5C3",,"70","1","B1R3C9","04-Mar-08","04-Mar-08"
"681","BTNC681","1363","passport","1","70","1","70","1","151","1","B3R3C2",,"100","2","A5T4C2","70","2","D2T5C3",,"40","1","B1R3C9","04-Mar-08","04-Mar-08"
"682","BTNC682","1496","passport","1","70","1","70","1","174","1","B3R3C3",,"100","2","A5T4C2","70","2","D2T5C3",,"40","1","B1R3C9","04-Apr-08","04-Apr-08"
"683","BTNC683","1663","passport","1","70","1","70","1","174","1","B3R3C3",,"300","1","A5T4C2","300","2","D2T5C3",,"120","1","B1R3C9","04-Apr-08","04-Apr-08"
"684","BTNC684","1825","passport","1","80","1","80","1","160","1","B3R3C3",,"160","2","A5T4C2","180","2","D2T5C3",,"50","1","B2R1C1","05-Dec-08","05-Dec-08"
"685","BTNC685","1615","passport","1","30","1","30","1","85","1","B3R3C3",,"30","2","A5T4C3","60","2","D2T5C3",,"0","1","B2R2C1","05-Dec-08","05-Dec-08"
"686","BTNC686","1602","passport","1","60","1","60","1","134","1","B3R3C3",,"120","2","A5T4C3","120","2","D2T5C3",,"60","1","B2R1C1","05-Dec-08","05-Dec-08"
"687","BTNC687","1411","passport","1","40","1","40","1","108","1","B3R3C3",,"53","2","A5T4C3","120","2","D2T5C3",,"40","1","B2R1C1","05-Dec-08","05-Dec-08"
"688","BTNL688","1385","passport","1","80","1","80","1","99","1","B3R3C3",,"200","2","A5T4C3","160","2","D2T5C3",,"80","1","B2R1C1","14-May-08","14-May-08"
"689","BTNL689","1439","passport","1","70","1","70","1","80","1","B3R3C3",,"160","2","A5T4C3","140","2","D2T5C3",,"70","1","B2R2C1","14-May-08","14-May-08"
"690","BTNL690","1189","passport","1","60","1","70","60","70","1","B3R3C4",,"120","2","A5T4C3","120","2","D2T5C3",,"60","1","B2R2C1","14-May-08","14-May-08"
"691","BTNL691","1323","passport","1","60","1","60","1","86","1","B3R3C4",,"140","2","A5T4C3","120","2","D2T5C3",,"60","1","B2R1C1","14-May-08","14-May-08"
"692","BTNL692","1460","passport","1","80","1","80","1","157","1","B3R3C4",,"260","2","A5T4C3","160","2","D2T5C3",,"80","1","B2R1C1","14-May-08","14-May-08"
"693","BTNL693","1376","passport","1","60","1","60","1","101","1","B3R3C4",,"180","2","A5T4C3","120","2","D2T5C3",,"60","1","B2R2C1","14-May-08","14-May-08"
"694","BTNL694","1374","passport","1","80","1","80","1","76","1","B3R3C4",,"260","2","A5T4C3","160","2","D2T5C3",,"80","1","B2R1C1","14-May-08","14-May-08"
"695","BTNL695","185","passport","1","50","1","50","1","105","1","B3R3C4",,"160","2","A5T5C1","100","2","D2T5C3",,"50","1","B2R1C1","14-Jul-08","14-Jul-08"
"696","BTNL696","1359","passport","1","90","1","90","1","143","1","B3R3C4",,"140","2","A5T5C1","120","2","D2T5C3",,"90","1","B2R2C1","14-May-08","14-May-08"
"697","BTNL697","1373","passport","1","60","1","60","1","92","1","B3R3C4",,"120","2","A5T5C1","120","2","D2T5C3",,"60","1","B2R1C1","14-May-08","14-May-08"
"698","BTNL698","1462","passport","1","90","1","90","1","72","1","B3R3C5",,"260","2","A5T5C1","160","2","D2T5C3",,"90","1","B2R1C1","14-May-08","14-May-08"
"699","BTNL699","1348","passport","1","60","1","60","1","80","1","B3R3C5",,"170","2","A5T5C1","120","2","D2T6C1",,"60","1","B2R2C1","14-Jul-08","14-Jul-08"
"700","BTNL700","1353","passport","1","90","1","90","1","198","1","B3R3C5",,"300","2","A5T5C1","180","2","D2T6C1",,"90","1","B2R1C1","14-Jul-08","14-Jul-08"
"701","BTNL701","1278","passport","1","60","1","60","1","60","1","B3R3C5",,"240","2","A5T5C1","120","2","D2T6C1",,"60","1","B2R1C1","15-Jul-08","15-Jul-08"
"702","BTNL702","1662","passport","1","90","1","90","1","242","1","B3R3C5",,"180","2","A5T5C1","180","2","D2T6C1",,"90","1","B2R1C1","15-Jul-08","15-Jul-08"
"703","BTNL703","943","passport","1","90","1","90","1","239","1","B3R3C5",,"280","2","A5T5C2","180","2","D2T6C1",,"90","1","B2R1C1","15-Jul-08","15-Jul-08"
"704","BTNL704","1498","passport","1","70","1","70","1","117","1","B3R3C5",,"160","2","A5T5C2","140","2","D2T6C1",,"70","1","B2R1C1","15-Jul-08","15-Jul-08"
"705","BTNL705","1435","passport","1","70","1","70","1","159","1","B3R3C6",,"180","1","A5T5C2","140","2","D2T6C1",,"70","1","B2R1C1","15-Jul-08","15-Jul-08"
"706","BTNL706","866","passport","1","70","1","70","1","94","1","B3R3C6",,"200","2","A5T5C2","140","2","D2T6C1",,"70","1","B2R1C1","15-Jul-08","15-Jul-08"
"707","BTNL707","1072","passport","1","70","1","70","1","84","1","B3R3C6",,"200","2","A5T5C2","140","2","D2T6C1",,"70","1","B2R1C1","15-Jul-08","15-Jul-08"
"708","BTNL708","1064","passport","1","30","1","30","1","31","1","B3R3C6",,"100","2","A5T5C2","60","2","D2T6C1",,"30","1","B2R1C1","15-Jul-08","15-Jul-08"
"709","BTNL709","46","passport","1","25","1","25","1","48","1","B3R3C6",,"80","2","A5T5C2","50","2","D2T6C1",,"25","1","B2R1C2","15-Jul-08","15-Jul-08"
"710","BTNL710","1412","passport","1","25","1","25","1","68","1","B3R3C6",,"80","2","A5T5C2","50","2","D2T6C1",,"25","1","B2R1C2","15-Jul-08","15-Jul-08"
"711","BTNL711","1502","passport","1","60","1","60","1","66","1","B3R3C6",,"120","2","A5T5C2","120","2","D2T6C1",,"60","1","B2R1C2","16-Jul-08","16-Jul-08"
"712","BTNL712","1637","passport","1","70","1","70","1","67","1","B3R3C6",,"140","2","A5T5C3","60","2","D2T6C1",,"70","1","B2R1C2","16-Jul-08","16-Jul-08"
"713","BTNL713","1483","passport","1","30","1","30","1","182","1","B3R3C6",,"60","2","A5T5C3","60","2","D2T6C1",,"30","1","B2R1C2","16-Jul-08","16-Jul-08"
"714","BTNL714","619","passport","1","35","1","35","1","179","1","B3R3C7",,"70","2","A5T5C3","70","2","D2T6C1",,"35","1","B2R1C2","16-Jul-08","16-Jul-08"
"715","BTNL715","1325","passport","1","30","1","30","1","181","1","B3R3C7",,"60","2","A5T5C3","60","2","D2T6C1",,"30","1","B2R1C2","07-Jan-08","07-Jan-08"
"716","BTNL716","1331","passport","1","80","1","80","1","292","1","B3R3C7",,"160","2","A5T5C3","160","2","D2T6C1",,"80","1","B2R1C2","16-Jul-08","16-Jul-08"
"717","BTNL717","1043","passport","1","60","1","60","1","61","1","B3R3C7",,"100","2","A5T5C3","100","2","D2T6C1",,"60","1","B2R1C2","16-Jul-08","16-Jul-08"
"718","BTNC718","997","passport","1","40","1","40","1","333","1","B3R3C7",,"49","2","A5T5C3","80","2","D2T6C1",,"40","1","B2T1C2","20-Jul-08","20-Jul-08"
"719","BTNC719","1086","passport","1","100","1","100","1","381","1","B3R3C7",,"200","2","A5T5C3","200","2","D2T6C1",,"70","1","B2R1C2","20-May-08","20-May-08"
"720","BTNC720","139","passport","1","20","1","20","1","94","1","B3R3C7",,"10","2","A5T5C3","40","2","D2T6C1",,"20","1","B2R1C2","20-May-08","20-May-08"
"721","BTNC721","1190","passport","1","100","1","100","1","94","1","B3R3C7",,"200","2","A5T5C3","200","2","D2T6C1",,"100","1","B2R1C2","20-May-08","20-May-08"
"722","BTNL722","1775","passport","1","30","1","30","1","229","1","B3R3C8",,"60","2","A5T5C3","60","2","D2T6C2",,"30","1","B2R1C2","20-May-08","20-May-08"
"723","BTNC723","957","passport","1","100","1","100","1","140","1","B3R3C8",,"200","2","A5T6C1","100","2","D2T6C2",,"50","1","B2R1C2","20-May-08","20-May-08"
"724","BTNC724","1707","passport","1","100","1","100","1","168","1","B3R3C8",,"120","2","A5T6C1","100","2","D2T6C2",,"100","1","B2R1C2","21-May-08","21-May-08"
"725","BTNC725","1761","passport","1","60","1","60","1","115","1","B3R3C8",,"80","2","A5T6C1","120","2","D2T6C2",,"60","1","B2R1C2","21-May-08","21-May-08"
"726","BTNL726","1767","passport","1","30","1","30","1","270","1","B3R3C8",,"60","2","A5T6C1","60","2","D2T6C2",,"30","1","B2R1C2","22-May-08","22-May-08"
"727","BTNO727","1676","passport","1","40","1","40","1","102","1","B3R3C8",,"80","2","A5T6C1","80","2","D2T6C2",,"40","1","B2R1C2","22-May-08","22-May-08"
"728","BTNO728","739","passport","1","30","1","30","1","81","1","B3R3C8",,"60","2","A5T6C1","60","2","D2T6C2",,"30","1","B2R1C2","23-May-08","23-May-08"
"729","BTNO729","1625","passport","1","40","1","40","1","40","1","B3R3C9",,"50","2","A5T6C1","50","2","D2T6C2",,"30","1","B2R1C2","23-May-08","23-May-08"
"730","BTNC730","1816","passport","1","40","1","40","1","31","1","B3R3C9",,"80","2","A5T6C1","80","2","D2T6C2",,"40","1","B2R1C2","26-May-08","26-May-08"
"731","BTNC731","1780","passport","1","30","1","30","1","248","1","B3R3C9",,"60","2","A5T6C1","60","2","D2T6C2",,"30","1","B2R1C2","26-May-08","26-May-08"
"732","BTNC732","1627","passport","1","30","1","30","1","240","1","B3R3C9",,"21","2","A5T6C1","60","2","D2T6C2",,"30","1","B2R1C2","07-Nov-08","07-Nov-08"
"733","BTNL733","1777","passport","1","35","1","35","1","224","1","B3R3C9",,"70","2","A5T6C1","70","2","D2T6C2",,"70","1","B2R1C2","26-May-08","26-May-08"
"734","BTNC734","1404","passport","1","100","1","100","1","97","1","B3R3C9",,"200","2","A5T6C1","200","2","D2T6C2",,"50","1","B2R1C2","28-May-08","28-May-08"
"735","BTNC735","723","passport","1","40","1","40","1","148","1","B3R3C9",,"40","2","A5T6C1","80","2","D2T6C2",,"40","1","B2R1C2","28-May-08","28-May-08"
"736","BTNC736","15","passport","1","100","1","100","1","174","1",,,"140","2","A5T6C2","75","2","D2T6C2",,"70","1","B2R1C2","29-May-08","29-May-08"
"737","BTNC737","1427","passport","1","70","1","70","1","112","1","B4R1C1",,"140","2","A5T6C2","140","2","D2T6C2",,"70","1","B2R1C2","29-May-08","29-May-08"
"738","BTNC738","1510","passport","1","40","1","40","1","134","1","B4R1C1",,"80","2","A5T6C2","80","2","D2T6C2",,"40","1","B2R1C3","29-May-08","29-May-08"
"739","BTNC739","1340","passport","1","30","1","30","1","160","1","B4R1C1",,"60","2","A5T6C2","60","2","D2T6C2",,"30","1","B2R1C3","29-May-08","29-May-08"
"740","BTNC740","1020","passport","1","40","1","40","1","108","1","B4R1C1",,"80","2","A5T6C2","80","2","D2T6C2",,"40","1","B2R1C3","29-May-08","29-May-08"
"741","BTNC741","1378","passport","1","110","1","110","1","255","1","B4R1C1",,"220","2","A5T6C2","220","2","D2T6C2",,"80","1","B2R1C3","29-May-08","29-May-08"
"742","BTNC742","1400","passport","1","110","1","110","1","200","1","B4R1C1",,"220","2","A5T6C2","220","2","D2T6C2",,"80","1","B2R1C3","30-May-08","30-May-08"
"743","BTNC743","1306","passport","1","110","1","110","1","142","1","B4R1C2",,"220","2","A5T6C2","220","2","D2T6C2",,"80","1","B2R1C3","30-May-08","30-May-08"
"744","BTNC744","1828","passport","1","120","1","120","1","119","1","B4R1C2",,"240","2","A5T6C3","100","2","D2T6C3",,"90","1","B2R1C3","30-May-08","30-May-08"
"745","BTNC745","1405","passport","1","50","1","50","1","127","1",,,"120","2","A5T6C3","52","2","D2T6C3",,"20","1","B2R1C3","06-Apr-08","06-Apr-08"
"746","BTNC746","1652","passport","1","80","1","80","1","200","1","B4R1C2",,"260","2","A4T6C3","160","2","D2T6C3",,"50","1","B2R1C3","06-Apr-08","06-Apr-08"
"747","BTNC747","1795","passport","1","50","1","50","1","68","1","B4R1C2",,"120","2","A4T6C3","100","2","D2T6C3",,"20","1","B2R1C3","06-Apr-08","06-Apr-08"
"748","BTNL748","1817","passport","1","90","1","90","1","161","1","B4R1C2",,"200","2","A4T6C3","180","2","D2T6C3",,"90","1","B2R1C3","06-Apr-08","06-Apr-08"
"749","BTNL749","1199","passport","1","70","1","70","1","113","1","B4R1C2",,"180","2","A4T6C3","180","2","D2T6C3",,"90","1","B2R1C3","06-Apr-08","06-Apr-08"
